"_STATUS","Position","_PREV_Position","Vehicle Name","Vehicle Type","Availability","Engine Type","Transmission","Power","Color","Mileage","Registration Date","Monthly Rate","Vehicle Price","Down Payment","Loan Amount","Final Payment","Annual Interest Rate","CO2 Emissions","Details Link","Vehicle Image","_PREV_Vehicle Name","_PREV_Vehicle Type","_PREV_Availability","_PREV_Engine Type","_PREV_Transmission","_PREV_Power","_PREV_Color","_PREV_Mileage","_PREV_Registration Date","_PREV_Monthly Rate","_PREV_Vehicle Price","_PREV_Down Payment","_PREV_Loan Amount","_PREV_Final Payment","_PREV_Annual Interest Rate","_PREV_CO2 Emissions","_PREV_Details Link","_PREV_Vehicle Image"
"ADDED",119,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi Bose","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Schwarz / Phantom Black","7.890 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d28e11f14befe1c15a5ffe","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/43669ae01c82e885810b8ac0410fc8afd5_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",120,,"Opel Astra 1.5 D ST Autom. Elegance Led Pdc Nav Shz","Gebrauchtfahrzeug","Sofort verfügbar","Diesel","Automatik","90 kW (122 Ps)","Schwarz / Black","57.443 Km","04/2022","149 €","15.990 €","3.198 €","12.792 €","9.594 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d28c89f14befe1c157d310","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/716a1d14ee4e853367cc309378d99109c_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",121,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","12.914 Km","06/2024","199 €","21.490 €","4.298 €","17.192 €","12.894 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d287bcf14befe1c15757fc","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/5d403b9734d4bc9051202f2d7118feee_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",122,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","6.111 Km","06/2024","186 €","19.990 €","3.998 €","15.992 €","11.994 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d2874ef14befe1c156db7d","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/5d403b9734d4bc9051202f2d7118feee_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",123,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","8.034 Km","06/2024","186 €","19.990 €","3.998 €","15.992 €","11.994 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d2870ff14befe1c156d186","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/5d403b9734d4bc9051202f2d7118feee_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",124,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","11.894 Km","06/2024","186 €","19.990 €","3.998 €","15.992 €","11.994 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d286adf14befe1c155ec1f","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/5d403b9734d4bc9051202f2d7118feee_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",125,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","11.939 Km","06/2024","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d28634f14befe1c15570a1","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/5d403b9734d4bc9051202f2d7118feee_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",126,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klimaaut. Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","10.628 Km","06/2024","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d285f5f14befe1c1556727","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/5d403b9734d4bc9051202f2d7118feee_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",127,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klima Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","12.826 Km","06/2024","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19c93f14befe1c14d5619","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1099f546f880ea4c109a424508adb0eea_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",128,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klima Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","4.319 Km","06/2024","190 €","20.490 €","4.098 €","16.392 €","12.294 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19c3ff14befe1c14d4b59","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1099f546f880ea4c109a424508adb0eea_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",129,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klima Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Weiß / Atlas White","10.858 Km","06/2024","190 €","20.490 €","4.098 €","16.392 €","12.294 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19be6f14befe1c14d40e8","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/1099f546f880ea4c109a424508adb0eea_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",130,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klima Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Schwarz / Phantom Black","14.828 Km","06/2024","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19aebf14befe1c14d24e0","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4dd5e7552103e305a1686919a6a60e890_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",131,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klima Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Schwarz / Phantom Black","14.319 Km","06/2024","190 €","20.490 €","4.098 €","16.392 €","12.294 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19a53f14befe1c14d0a93","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4dd5e7552103e305a1686919a6a60e890_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",132,,"Hyundai i20 1.0 Turbo Trend Mod. 24 Klima Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Schwarz / Phantom Black","6.587 Km","06/2024","190 €","20.490 €","4.098 €","16.392 €","12.294 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19979f14befe1c14ce002","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/4dd5e7552103e305a1686919a6a60e890_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",133,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Aurora Grey","3.885 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d198c2f14befe1c14cc9a9","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/ed331094b10064d8e10fc4224106464010a5c_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",134,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Aurora Grey","9.782 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d197f8f14befe1c14cab44","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/ed331094b10064d8e10fc4224106464010a5c_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",135,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grün / Mangrove Green","8.846 Km","06/2024","199 €","21.490 €","4.298 €","17.192 €","12.894 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19677f14befe1c14b69d9","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/7ad5eebd410676837a45671097856d8c25_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",136,,"Hyundai i20 1.0 Turbo 48V Prime Klimaaut. Navi Bose TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Weiß / Atlas White","5.909 Km","06/2024","199 €","21.490 €","4.298 €","17.192 €","12.894 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d19275f14befe1c147e15e","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/104d15ad61abb1884fe9627fc2a13eaf3_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",137,,"Hyundai i20 1.0 Turbo 48V Prime Navi Apple PDC TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Schwarz / Phantom Black","7.118 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d1892bf14befe1c1463890","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b30b3efd604bfb33bd6097affb3e60b2_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",138,,"Hyundai i20 1.0 Turbo 48V Prime Navi Apple PDC TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Schwarz / Phantom Black","9.106 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d188c0f14befe1c14610b7","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b30b3efd604bfb33bd6097affb3e60b2_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",139,,"Hyundai i20 1.0 Turbo 48V Prime Navi Apple PDC TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Schwarz / Phantom Black","6.345 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d18866f14befe1c145fb93","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b30b3efd604bfb33bd6097affb3e60b2_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",140,,"Hyundai i20 1.0 Turbo 48V Prime Navi Apple PDC TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Schwarz / Phantom Black","8.802 Km","06/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","120 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d18810f14befe1c145dbb0","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/b30b3efd604bfb33bd6097affb3e60b2_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",141,,"Volkswagen Touran 1.5 TSI GOAL PanoD Navi LED Kamera TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","110 kW (150 Ps)","Weiß / Pure White","9.850 Km","09/2024","287 €","30.990 €","6.198 €","24.792 €","18.594 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d03e6bf14befe1c119c327","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/c9962a63c691b71917fd54455e3dc9e4_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",142,,"Hyundai i10 1.0 Turbo N Line Klimaaut. DAB Kamera TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","74 kW (101 Ps)","Grau / Lumen Grey/ Phantom Black","6.225 Km","06/2024","186 €","19.990 €","3.998 €","15.992 €","11.994 €","6.49 %","123 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d18672f14befe1c1456588","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/21010dc9259101489e24ea75fbdbeaab62_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",143,,"Hyundai i30 Kombi 1.0 Turbo DCT Connect & Go Navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","88 kW (120 Ps)","Schwarz / Abyss Black","19.779 Km","12/2023","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","131 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d18313f14befe1c143c449","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/691cf829164289649f8869ee6ae36501_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",144,,"Hyundai i30 Kombi 1.0 Turbo DCT Connect & Go navi TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","88 kW (120 Ps)","Grau / Dark Knight","9.473 Km","05/2024","204 €","21.990 €","4.398 €","17.592 €","13.194 €","6.49 %","131 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d18280f14befe1c142e4b3","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/82bd49ff711b488a3e628c67a5e8afac_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",145,,"Hyundai i30 Kombi 1.0 Turbo Connect & Go Navi LED TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Weiß / Serenity White","15.803 Km","05/2024","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %","142 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d18210f14befe1c142d985","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/be8e3e17aba12508b4ab1b18aa2f4622_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",146,,"Hyundai i30 1.0 Turbo Connect & Go Navi DAB 1.Hd. TOP","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Schaltgetriebe","88 kW (120 Ps)","Grau / Dark Knight","11.779 Km","05/2024","195 €","20.990 €","4.198 €","16.792 €","12.594 €","6.49 %","127 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d18135f14befe1c142a451","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/dp24VehicleId/9e49de5107823595b5e21021ca154b6ae3_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",147,,"Audi A4 Avant 2.0 35 TFSI MHEV S tronic S line Navi","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","110 kW (150 Ps)","Schwarz / Mythosschwarz Metallic","18.597 Km","09/2023","306 €","32.990 €","6.598 €","26.392 €","19.794 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d17c1ef14befe1c13f9cdd","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/c8f3e30f6fd671d51084173d3969d2fe1_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",148,,"Hyundai IONIQ 6 Uniq 4WD Navi Leder Head-up 20 Alu GSD","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","239 kW (325 Ps)","Grau / Nocturne Gray Met.","11.947 Km","01/2024","352 €","37.990 €","7.598 €","30.392 €","22.794 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d15e3cf14befe1c1368b98","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/cd1210ff9810acfde7f39a2f05a264e486_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",149,,"Hyundai IONIQ 5 Uniq Leder Navi Head-up Bose Apple TOP","Gebrauchtfahrzeug","Sofort verfügbar","Elektro","Automatik","239 kW (325 Ps)","Schwarz / Abyss Black","11.058 Km","01/2024","412 €","44.490 €","8.898 €","35.592 €","26.694 €","6.49 %","0 g/km CO₂;","https://darmas.de/fahrzeugmarkt/details/67d15a74f14befe1c132c8e9","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/f2a8a11f719d5a218b9715f66e103cb72_ori_small.jpg",,,,,,,,,,,,,,,,,,
"ADDED",150,,"Mercedes-Benz A 200 7G-DCT ""AMG-Line"" LED Navi Leder RFK","Gebrauchtfahrzeug","Sofort verfügbar","Benzin","Automatik","120 kW (163 Ps)","Weiß / Polarweiss Uni","62.090 Km","03/2019","230 €","24.790 €","4.958 €","19.832 €","14.874 €","6.49 %",,"https://darmas.de/fahrzeugmarkt/details/67d155daf14befe1c12c7031","https://darmas-vehicle-images.s3.eu-central-1.amazonaws.com/carcutter-download/685f4e038fcb979fd1559528482d1081f_ori_small.jpg",,,,,,,,,,,,,,,,,,
